BPL 2014-15 schedule Home vs Away format (time in GMT)
Saturday 16 August 2014 
15:00	Stoke v QPR
15:00	Sunderland v Burnley
15:00	West Brom v Spurs

Saturday 7 February 2015 
15:00	Aston Villa v Chelsea
15:00	Burnley v West Brom
15:00	Everton v Liverpool
15:00	Leicester v Crystal Palace
15:00	Man City v Hull
15:00	Newcastle v Stoke
15:00	QPR v Southampton
15:00	Swansea v Sunderland
15:00	Spurs v Arsenal
15:00	West Ham v Man Utd

Tuesday 10 February 2015 
19:45	Arsenal v Leicester
19:45	Hull v Aston Villa
19:45	Man Utd v Burnley
19:45	Southampton v West Ham
20:00	Crystal Palace v Newcastle
20:00	Liverpool v Spurs
20:00	West Brom v Swansea

Wednesday 11 February 2015 
19:45	Chelsea v Everton
19:45	Stoke v Man City
19:45	Sunderland v QPR

Saturday 21 February 2015 
15:00	Aston Villa v Stoke
15:00	Chelsea v Burnley
15:00	Crystal Palace v Arsenal
15:00	Everton v Leicester
15:00	Hull v QPR
15:00	Man City v Newcastle
15:00	Southampton v Liverpool
15:00	Sunderland v West Brom
15:00	Swansea v Man Utd
15:00	Spurs v West Ham

Saturday 28 February 2015 
15:00	Arsenal v Everton
15:00	Burnley v Swansea
15:00	Leicester v Chelsea
15:00	Liverpool v Man City
15:00	Man Utd v Sunderland
15:00	Newcastle v Aston Villa
15:00	QPR v Spurs
15:00	Stoke v Hull
15:00	West Brom v Southampton
15:00	West Ham v Crystal Palace

Tuesday 3 March 2015 
19:45	Aston Villa v West Brom
19:45	Hull v Sunderland
19:45	QPR v Arsenal
19:45	Southampton v Crystal Palace
19:45	West Ham v Chelsea
20:00	Liverpool v Burnley

Wednesday 4 March 2015 
19:45	Man City v Leicester
19:45	Newcastle v Man Utd
19:45	Stoke v Everton
19:45	Spurs v Swansea

Saturday 14 March 2015 
15:00	Arsenal v West Ham
15:00	Burnley v Man City
15:00	Chelsea v Southampton
15:00	Crystal Palace v QPR
15:00	Everton v Newcastle
15:00	Leicester v Hull
15:00	Man Utd v Spurs
15:00	Sunderland v Aston Villa
15:00	Swansea v Liverpool
15:00	West Brom v Stoke

Saturday 21 March 2015 
15:00	Aston Villa v Swansea
15:00	Hull v Chelsea
15:00	Liverpool v Man Utd
15:00	Man City v West Brom
15:00	Newcastle v Arsenal
15:00	QPR v Everton
15:00	Southampton v Burnley
15:00	Stoke v Crystal Palace
15:00	Spurs v Leicester
15:00	West Ham v Sunderland

Saturday 4 April 2015 
15:00	Arsenal v Liverpool
15:00	Burnley v Spurs
15:00	Chelsea v Stoke
15:00	Crystal Palace v Man City
15:00	Everton v Southampton
15:00	Leicester v West Ham
15:00	Man Utd v Aston Villa
15:00	Sunderland v Newcastle
15:00	Swansea v Hull
15:00	West Brom v QPR

Saturday 11 April 2015 
15:00	Burnley v Arsenal
15:00	Liverpool v Newcastle
15:00	Man Utd v Man City
15:00	QPR v Chelsea
15:00	Southampton v Hull
15:00	Sunderland v Crystal Palace
15:00	Swansea v Everton
15:00	Spurs v Aston Villa
15:00	West Brom v Leicester
15:00	West Ham v Stoke

Saturday 18 April 2015 
15:00	Arsenal v Sunderland
15:00	Aston Villa v QPR
15:00	Chelsea v Man Utd
15:00	Crystal Palace v West Brom
15:00	Everton v Burnley
15:00	Hull v Liverpool
15:00	Leicester v Swansea
15:00	Man City v West Ham
15:00	Newcastle v Spurs
15:00	Stoke v Southampton

Saturday 25 April 2015 
15:00	Arsenal v Chelsea
15:00	Burnley v Leicester
15:00	Crystal Palace v Hull
15:00	Everton v Man Utd
15:00	Man City v Aston Villa
15:00	Newcastle v Swansea
15:00	QPR v West Ham
15:00	Southampton v Spurs
15:00	Stoke v Sunderland
15:00	West Brom v Liverpool

Saturday 2 May 2015 
15:00	Aston Villa v Everton
15:00	Chelsea v Crystal Palace
15:00	Hull v Arsenal
15:00	Leicester v Newcastle
15:00	Liverpool v QPR
15:00	Man Utd v West Brom
15:00	Sunderland v Southampton
15:00	Swansea v Stoke
15:00	Spurs v Man City
15:00	West Ham v Burnley

Saturday 9 May 2015 
15:00	Arsenal v Swansea
15:00	Aston Villa v West Ham
15:00	Chelsea v Liverpool
15:00	Crystal Palace v Man Utd
15:00	Everton v Sunderland
15:00	Hull v Burnley
15:00	Leicester v Southampton
15:00	Man City v QPR
15:00	Newcastle v West Brom
15:00	Stoke v Spurs

Saturday 16 May 2015 
15:00	Burnley v Stoke
15:00	Liverpool v Crystal Palace
15:00	Man Utd v Arsenal
15:00	QPR v Newcastle
15:00	Southampton v Aston Villa
15:00	Sunderland v Leicester
15:00	Swansea v Man City
15:00	Spurs v Hull
15:00	West Brom v Chelsea
15:00	West Ham v Everton

Sunday 24 May 2015 
15:00	Arsenal v West Brom
15:00	Aston Villa v Burnley
15:00	Chelsea v Sunderland
15:00	Crystal Palace v Swansea
15:00	Everton v Spurs
15:00	Hull v Man Utd
15:00	Leicester v QPR
15:00	Man City v Southampton
15:00	Newcastle v West Ham
15:00	Stoke v Liverpool
